CommitID,Commit Message
00607de8b90dc09e9ff97b5f1b49a9d1f6787419,Refactoring to be match Camels API.
00616afc1d2f1e214883b9edcaa853192f066da7,Small refactoring.
0062ea4919c61b282528324c6d7605cb022ad071,refactor sql parser.
0068b9903e82b41f211d01ee5597edfa968f3763,Timer service refactoring
006a11e66291d8e120da54c988da64b5754ac8e2,Some simple name refactoring
006da2cd5e984c4ba251d0f9dc4bd74a96864463,Refactor and fix debug according to recent changes
006dae3c7e69a41be2ad9f5933d13a852d16bb5c,Refactored a lot of the other scanner stuff into the partitioner.scanners package and added SQL scanners from Chris Bradford
006e9795a14fb588e5992245c5c216d1d945648a,refactor CensusDialog -> AbstractDialog
0070b81c96846b186e34a783959d38998ddbc62a,Complete refactor removing Google HTTP Client (#131)
00730a03e8a4939dfcbb7f90eaf0318419b7b8db,refactor package op to operaton
0077de8251206829e779c0b87a833ad42be45063,Minor code/package refactoring for EntityProvider structure
007ab7601c4b18e67819aeb5ae352a90850e742d,Refactoring
007bb1cf23e009626fc3a2ab53e221cf71d0bce3,"refactored, fixed"
007c64283e35514a877e274349e5ae3de87cc749,General refactoring and code tidying
007d07d0a5bf0146400d6e05b3a3e9d0a12a5aa1,refactor out common codes from *APIs
007e4505d50f37e7d61b3da2c97ac374aa395ba3,set refactoring
0080a9368fc01b7a45cbf009ae50828f9e87c7ef,Refactored away the core TypeStore dependency in M3
008142376e778d78630af6c4ba4517b026a327d5,Refactored EntityMetaDataFactory to EntityTypeFactory
0081820657a2e606c1a4779724645dea109ff1b6,graph layout : refactoring (renamed some package and pucshed attribute value classes to values package)
008378238b2a44fdd5d35af3b00073f721bb7da3,small refactorings added hamcrest-collections like MiniApi moved common Expr types to querydsl-core
008492e140ea69c4a3cbdd2b9e9154d81310f6ba,Refactor: Moving out a method
0086679044bacb59cd4f3667d0e23a7f3befa3a4,"Minor refactoring, package-level javadoc, pom updates"
008676558e46aea3aa6f8546f658585e48b94b76,refactor
00891e5962186b73b103c89d2fdbc74f49f891ff,Refactor Header class
0090f342df27b08612bc6a5c528905d57e4a6670,Refactoring from Interface /  Impl package structure
009521b9473ff216490efbc2591fdee807359ba8,WIP Thrift refactoring:  - Replace PageDefinitionMapping with ThriftToReflectionLookup
009bd2a9b5b88f08cc1e6a9f2d2b48f5782e40cb,Make mandatory parameters constructor arguments. Refactor ColorDialog into mvc classes.
009d4c04b15b24e01fdadf97d98fe088bc06eb88,refactored methods
009d537a5bea7624f9a1bce4b805bd7832ae32dc,#NAME?
009d6f62ac22a0f1e76ca9aaab87b834ac809008,refactored StockOrderTicket to separate UI code from other code
00a156a4dca37d21472d61fecd90fa1238433a65,Issue 101: refactor client examples
00a34af50fd0da0c647cf489f66a470a4ef43689,"Refactored messy UI setup into named methods, renamed variables, general cleanup for readability."
00a86a2f700bdf44110ef05b011e102c8d53fbe7,gp:ConstructMode refactoring
00aac6290f3840b6a86522a5413065a90a99dca1,refactor
00ae210cf7ba27c471b73d8be3d15326c18d9330,Fixing grammars after refactory from a couple months ago. Removing support to # single line comments. Fixing parsing of inline nested expressions.
00afff35d2e8aa3392c291a09023e8ed4a2afefb,Refactoring in the Deployer class to use the java concurrent package
00b09274b52f13086d4bfb29708e6a9330631f35,Refactored Authentication constants so that they can be reused. Added Spring Security call to the alarm browser in the topology UI so that it only allows non-read-only users to ack/clear alarms. Fixes bug SPC-692.
00b14384165c1d2934ce58ef22b3d6049a6d05a7,Refactoring to introduce new module
00b548a32695b6830cc976b67d17e16f82f4e6cd,CDB improvements:   - Added AbstractParameterCommandDescriptorBlock and AbstractTransferCommandDescriptorBlock  - Updated CDB's to extend the correct abstract CDB  - Fixed member names to reflect specifications  - Fixed getters/setters for all CDBs  - Other minor refactoring/cleanups
00b5fd924fd333209d44fec10072dbfa69991a36,More WAR work - primarily refactoring tests so they work with a context path
00b7fe8815238a9a4ec9fdfa9d26a22c90243aa2,Refactored person from group (RAVE-729)
00bc37ee382d54f1b14644191034d2be232f6bda,Refactoring and testing fix features
00c01b9152d69d6a0f39ebd2a1d20a38b64a5536,Reverted some changes and refactored the builder to work with the changed API.
00c3b11b6211923c647812bf65f7453cc67c0077,REFACTOR: moved various Adapter<*SearchResult> into org.archive.wayback.resourceindex.adapters
00c5964958b68206f92f1a7b21370445b67b5ece,"refactored cycle API, added RenderInfo to provide standard set of available views for plug-ins, changed the content-type definition by using a mixin interface to add extensibility to the set of standard content-types, refactored API according to these changes, adapted the UI/REST component accordingly"
00c9bb78e317fc7161f6f046a5a424f4a5f0c697,Significant refactoring of Security related classes.  See the package documentation for org.springframework.richclient.security for details.
00cb3ec04590da2d5151a9742d6ad3f805ae2e23,Reativando solução após refactoring que corrige os testes.
00cd270a084affa0bae5a25ba1b5fd31115a1958,issue 71: added a possibility to generate a trivial PDF report; some refactoring and cleanup; updated Guava to 14.0 because of the Splitter.on slowness bug
00cf69072d8dd7462d07cd4e44c0ab063e847dac,MAGNOLIA-1586 - minor refactoring
00dbb5834b68ee60bc817a61304967089f90c8d7,[refactor] Improve names of integration tests for basic limitations of Tycho
00df2683a5ca963c17e2310c1bbdf1f64edc3a26,refactor the paginator at webshop page
00e1570a5b669301de5461567b787143411a657c,"[PLAT-1296] Refactor time-series master; New database, stage 8"
00e24019e6c67f6337dde60d78395ff15c80698b,Refactor StaticTrackPainter
00e47d509570ef1a302df613c407003ee5c4734b,refactoring
00e5f565820a49e100ff4eae64b59fe91c42eeba,Refactor LoggerOutputStream into two classes: LoggerOutputStream and LoggerFilterOutputStream. The old LoggerOutputStream is like the new LoggerFilterOutputStream which subclasses FilterOutputStream. The idea behind the new LoggerOutputStream is that it does not need to carry and write to another wrapped OutputStream. This parallels the recent changes to LoggerWriter with LoggerFilterWriter.
00e8b0c3510e8c2308f34d6444353bb187d8d286,"refactored into two assemblies, core and app"
00eafb1ecbc977e23b90af233c4c03ad36fefa14,refactor config
00f10a36b925e4a773cdd435550e8aeafd497aeb,Refactor for clarity
00f7344e55a6480552dedf2fe147c05351e7ddca,Code refactoring JPA-store.
00f85a42f8b34fe30c378c061cbbd381b081709e,JSON Refactor - move EJson into text.json package
00f8ca0ac44d9d83921fd241d9c4c62220031484,Refactoring ui outside of model
00fb64cdcbe63afe60883370c409e40a56d13330,#JC-1185 Logging filter was refactored to more clear solution.
00fbb4c6416fdf62e7e321f33c1f998834c59235,refactor jsp code
00fe315bb19b52b8480008f72d98a7fde6b76b5c,Refactor GetPrivateGroupsByUserId to new mapper design. (B-07683)
00fe58f50a348746f61faec7e3d1cf72ccd38488,refactor and rename tests to prepare for JAXBElements scanning tests
00ffbed761ff97718ce907c0e148968468e2b809,refactored view related properties from Map into Viewport class
0102fa803320bba11cfa82ec943f08382df90b21,Refactored: renamed multiplexers to replicators
010332620f480a16270c2d19467747af1e844c81,"javadoc, refactoring"
010341b47daa14ffeaf34061ba3ab4f9b935abdd,Refactored builders for supporting multi inputs and named outputs seamlessly
01089cf232441613c8767adedfca888dcd924ce4,Refactored classes to avoid that thread instances of invalid states can be created.
0108bd0e2c57ea9bddf7f202ebb4a3ce8652514f,Fix TXT content type detection + Refactoring
010a04b0f3a2d60b041c44ba131a183b85645593,Refactored model and fixed tests
010a1cb2617770bb820c3b2533f8274e00a7bf28,refactor some code in UISpaceMember
010afc3ba3983f56cca5f52de8c75947435e8686,PLXUTILS-103 refactored DirectoryScanner to allow custom directory structure traversal
010c1ef8de157ec71393feeac774df79d957fc72,getMLDataSet method refactored.
010ce310e2131edba5575ab747d46cfc906145a6,refactoring
010d7abffce181536d80f4331ece0e40f23a081e,[KARAF-3051] Refactoring of features module (commands/MBean) to use Karaf 3.x syntax/wording
0110c89db7a933115d812cd54cfb2ff5b7fb4779,refactor BundleStrings
01146e4f825ea3ceae02f2fcb537540556969045,Refactored TransferEnvelopeReceiverList
011662333e8da6277b2c3f89eb69eabe926ada35,"New feature: - implemented the first time cycle inquiries for all the cycles, and the login warning - refactored the answers hierarchy classes"
0117b574529983e5f2cb223120d61db96b4d1ede,REFACTORING Issue #10 Changed root package from org.blogspot to com.blogspot
0118ae8666f62e07207028318ca61f5ee59465e7,- Fixed issue 219   https://jersey.dev.java.net/issues/show_bug.cgi?id=219   Refactored com.sun.jersey.spi.container.servlet.ServletContainer to   inherit from HttpServlet. - Fixed issue 217   https://jersey.dev.java.net/issues/show_bug.cgi?id=217   SpringServlet was failing when used as a filter.
011a14d2ae54cc67b19ed195718fa77d328fb422,Refactor test of websocket examples.
011aea5a960bcb1a1514ed7e028e06dbbb6dadac,Feature #907 : fixing display attachments for validated suggestions (refactoring back Transaction mechanism introduced by Miguel to handled the finest as possible the JPA transaction into a service)
011b5e4690857a613d931630d82d7515e3bcec64,refactored methods names to readOld and readBolonha
011c9b048f6ae16271be6154e6d547ad288e70fc,Refactor GenerateServiceMetadata
011e231f5ae17738d933235acf0c183d03c7bc93,Resolves Spec Issue 155: Refactor CacheEntryListenerDefinition to CacheEntryListenerConfiguration
011e6e9cee0577b702726b692a8699a445f848c5,"Big refactoring of ParsedResult: now split into ResultParser and ParsedResult classes, per Christian's suggestion. This unifies the parsed results that are produced from various input, simplifying client handling of different types."
011f2c787e62d522a6789ee35315f4d90629608e,"refactored ParameterizedMessage::recursiveDeepToString into smaller methods to enable inlining: after running a test with -XX:+PrintCompilation -XX:+UnlockDiagnosticVMOptions -XX:+PrintInlining I found ""...ParameterizedMessage::recursiveDeepToString (836 bytes) hot method too big""."
011f324b01b05b42f2ad628e61465c4e7298dead,Refactoring
0123a61dafaf06d4b985080cac6c620876a757ec,Refactored list resources from a Network
0123ca2990cfe63cb540e97158d5f799be082e72,"ComponentHibernateDaoTest refactored, returned value in 'getDuplicatedFieldsFor' replaced onto empty list instead of null - and the service along with view changed accordingly"
01254252d51b6ce065d927f2763a8559774787e4,"name refactor, TagAttr to TagAttribute"
0125a7c2b6a39e2f9a32551ddc3c5fec4849ea7e,Refactored object spawning
01263733de032973fbb79cb340a19d62eff5b110,[MOD] Repository management: refactorings
012b99e742dbc58fc4a75ab3cc16a3e44c22f1c8,Refactored
012be8b9709a363fb9366a25775de4d1c2e90e52,Finished most of the remaining polling consumers.  Created a few new static utilities. Minor refactoring.
012dffc417da10a816ee61bc009ce30a06d271c1,Feature #8622: refactoring a little the server notification PUSH by SSE in order to handle rightly the user session expiration.
0130678552315cd4063fd40fef65b26e46497016,Refactoring
013169e0884f5acf58b09ef94843aab5a69183e5,[CLEANUP] - Refactored code to facilitate creation of unit tests - Set security helper as PluginService instance dependency instead of global static variable access - Set document builder as PluginService instance dependency instead of global static variable access - Refactored access to metadata plugins list to a separate service
0136d41f41ab5c2707af6d1f2ad8062489572393,ongoing refactoring
0136d8fb90735efdd4961fc834b2222f0f027039,Made a refactoring of connections to master (multiple channels per client).
013b5b3c1490c7b4f064f41d2b86ee9844055ee2,"Refactored JPA demos, renamed all demos."
013c0eaf83486229acb7640a54b81302a2eb4b8d,refactored configuration and setup to test with build 4.1.8
013f37294e09a0a37ebb9d4df2ee3ff9d65c8ae5,#NAME?
01408057e2ad68bca465a3a0c3ee9460eed848f1,minor refactorings
014214c45095eafb74b9126cb9c4201e62567dd1,refactoring
0142249b886c945208a56d457b517be10e330cde,NXP-5612 finish refactoring and reactivate tests
0145832320eb87645957adc87e05d439bd228cbb,XLC-238 Service privileges checks refactored. Added methods for getting entities by id collections.
014595697acfd36151f3441335aac080202a9275,Refactoring convert method in JarConverter.
014deb1fd0e75d412c9eca126a6497362ff2209d,minor refactoring and code cleanup
014f93ed1c4a8ba3eeca29c6743524240b337b2b,Directory tree refactor
01524ea9f5d8627e0e4e2a6cb78357d9348fb37f,refactor for preject renaming
0155cfc65947c9b47566f04d8a576aa97cf2cede,Refactoring
0157f10e637d2a1cd3e8dc641a8448628a013284,refactoring serviceclient to persistence
0160a96efe0949a03697e728e724778bd68b46b4,Analyse: detection of Parameters (and related Type Parameters) refactored. Works in C# the same now as in Java.
016109051d95baff484a856ad4bd546cda4a42a5,"Complete refactor, changes include (not exhaustive): - New annotations (Cookie, Multipart, Accepts, ContentType, Matrix, Encoded) - Path and PathParam behaves as specified in JAX-RS - Added support for SimpleXml - JAXB serializer/deserializer don't requires the context path to be supplied anymore. It will auto-detect classes involved and create jaxb context for it. Works for most cases, if not, user can still provide the context path or object factory. - Improved multi-part support (user can specify part content-type and filename) - Response deserialization is now automatically choosing the deserializer to pick (given ContentType is present in the response). Behavior can be overriden - Http entity writing has been abstracted, 4 implementations are given: UrlEncodedFormEntityWriter, MultiPartEntityWriter, XmlEntityWriter, JsonEntityWriter. Can be customized."
0167da7f3ccd1d16a4ec6f2993a3f56794558403,story #23 (optional states config item refactor)
016e32cef2b039bd6dedef547afe5f75e58f01f0,refactoring behavior into the DOM
01732c9327dab061e0cee426f8fce07f0a84d62b,IDE-1663 refactoring pulled up methods to base class
017465c8d72659e96fbf0453cf624183e6ca6678,Refactor: - TextureData to handle Pixmap and Custom TextureType - TextureData consumeCompressedData to consumeCustomData - GLTexture function to uploadImageData to custom mipmap level
0177aac458811b7d7186eb1ebff7f2e85f0c5eb6,final test and code refactoring
0179c4c48e5733f9fce24969d706e28554776427,Introduced Database class as a facade to db test code Various renamed and minor refactorings
017ab3bb7ad823d310cc5a392c20a32e240b6267,Refactored to use conversation scope.
017b1f390370fe354dffd99e0f40819c6e703954,bug; 3123689; iterate() field mapping type is missing; bug; 2856035; mapping primitive collections with iterate feature; refactoring; internal builder api changes;
017c5ad985b680a47f3bddfbe923ede9111b94f4,Refactoring. Introduced a plugin interface. 2 advantages: * both the plugin and the plugin API can implement it and thus don't have to copy paste the Javadoc (except here the mailsender plugin was not implemented following the rule that the API must delegate its calls to the plugin proper) * allows to clearly see what's the plugin API and even create links to it in the documentation.
017cbe10adc690db5863a7d581482563455f44a9,Refactoring
017ef463e517dcb88ee42b4791808da8aa05c8e9,"beta federation, some refactor"
017fbc8ef7b476b5e664840e7f70f262400523c3,Make new unit tests compatible with all targets; refactor Generator to take cmd-line arg or current dir. rename some methods. add some output.
017fc7fc7fc91ed132e66e5c0433eeae01a6bfd9,"massive refactoring for better names, added spring test for archives"
01818262bd7c2919580ac2935e1e1b507e5f5395,Refactor code to prepare for custom label attributes. #39
0183106d6a7cff6fc141d3da521e5a44df608d92,refactored
01831f449fe09858eed5c3c818197e3596ab64ec,Minor smoke test refactoring
0183fb3bed646d5d74a0004222178b1f7a6c7368,1. Minor refactoring 2. Added QuickSelectTest 3. TODO Fix quick select
01849205b669a71aeb06129a526c38fd5071dff7,"Updated to OptaPlanner 6.0.1.  Refactored source data to use separate teams, venues, and rankings files."
018771d3a44ab29db3b4f131b3429d1a65724af3,refactored error on current transaction
018ce5270c71560fd5b6f58d2d85ee3be463d695,Refactor of some test method names.
018dd6f4bd4a051d65f9c255179e9805259070c1,Refactored classes to util package.
018e32c72582eff72b3dff049cddee9baa257b0d,"Refactor UI clustering test, add test for view context"
018e346197b98f5af93ec7015bd96d8f34df329b,JBRULES-720 Clips Parser -Refactored functions so all functions are now added by the PackageBuilder into the RuleBase -All functions now live in the MAIN namespace and the factory is always retrieved from there.
0190a40b3ced4d545743f47a6aa90a48d4f6a339,#NAME?
0192d38fec17ff7703423c7fde467cf08aec91bb,"suspend/resume tests, and test refactoring"
0192fe838b473796b950a5b269fee95b4a83a80b,#NAME?
019360dc92389112dff5158803f37857ad1d178a,RF-12900: refactored org.richfaces.util.core.base64 to org.richfaces.base64
0197625f1d3d7c7d657ab78f9f097dec057fbedb,refactoring: rename method
0198120ed9d8e504aca08a362e4a919ffe3704b9,"Some refactorings and cleanup, namely: - Moved all relevant null checks into Resource - Made create firewall use FirewallOptions instead of a Firewall obj - Consolidated a lot of the HttpRequests in the expect tests to allow for reuse (in compute)"
019da877a4e3914a3bf8e25fcfee7001df5141b6,Refactored
019e038b75be7bf692eaa03e7d94f5f93c17fa76,refactor class name
019f68f5e40ac44f1a3880ed17a4fbc63f0fca35,refactor the channel manager
01a2676f1adf809ca00e63a336d6d794fb0c294a,#JC-538 Refactoring. Optimizing contacts DTO
01a2ba53d985b695b26940ed191b70d777b06e5b,Refactoring
01a2d7eea1e3a26945876fb471e0e799518dea90,Refactoring the way image representations are built for better reuse + actually filter attachments on images
01a332334bfea22a3b5d514ba2bdd7ca3f830714,Refactor LocalMapStatsTest
01a4847d2c3626bc54934afab5ac7114555d9b7b,Refactoring package structure
01a4a51abf65904e0bde1cc9928e7011c7f19096,Refactor and finalize framework IPC java package structure
01a6f090cb023104618e8ba45bc04c00d5ef37dd,Title: refactor more ui test utils Description: @bug W-1576512@ @rev rpack@
01a800b2cc723e31e68622603db784a8b133edc7,DATACMNS-20 - Adapted refactoring of Repository.findById(…) to findOne(…).
01ac5f387a526a01195a3ba5db4116a2c7a09be0,Refactor and rename concretization passes.
01ad47914a7d48d80c3d909e2fdd38100bb5e63f,"Major Refactor, change Spoutcraft to Client"
01aed288e25022fe97929620014f6388c90e2389,#NAME?
01b0aec2a6d5540e6e5db7f479aa5c6e35b2b674,Refactoring and cleaning
01b5ad92875cbbcd534aafabaaf8776310ddc0a1,Feature #2815 : adding data storage quota handling on spaces (collaboratives and personals) - adding a link to go back homepage of application from which the data storage quota exception has been generated - modifying paste done treatment (Clipboard EJB) - refactoring unit tests about FileHandler treatments
01bb8ddad26513d0acffbe171285c38448e90e61,refactoring and refine test based on sonar and pitest
01bc393de34dee9a879435e57f2acd345c9dd3c0,CDI EL Refactoring and Searchers don't look for ELs in dependent project https://issues.jboss.org/browse/JBIDE-10331
01bebed8c94d034b8a7a9aad6f8c25f59d7c60cd,Refactoring: 'property' (=variable/constant only) -> 'member' (including method)
01c2784694b09234f3645fcf55da7998445d5b55,refactored code to ease understanding: extracted methods interpolate<type>Field
01c2915365390dfd3cc7088b9d84d4be6d053850,refactoring
01c39b013e4d2fcc53e39a422890a3b78bce0f54,PC optimization refactoring (Only unit tests. Missing IT tests refactoring.)
01cd616d170d5d26a539e51e731e8e73b789b360,HDFS-2180. Refactor NameNode HTTP server into new class. Contributed by Todd Lipcon.
01cddd7dc9d6f7ec89380d999d7d8c5639ad0231,Minor refactorings
01ce203270dd0a7929ca83719137381170c1b7d9,Minor refactoring to address points made by @cos.
01cf649c4f96f64fb4bd09e0e1811cabcc5ead2e,[SPARK-15296][MLLIB] Refactor All Java Tests that use SparkSession
01d048ae1999b637bf7a1f1699972c7a828f8196,Initial refactoring of invoice tests
01d0aae9b62531919f00d96eb22119bf59d0209b,Refactor test
01d4439001cda05b56f55c02a956fb4a609f3b38,Refactored routes somewhat
01d79ca8c9f89bfabaf2f5b09a8d5e93a2679be7,Refactored the HA branch to facilitate using different implementations of LockManagers and IdGenerators.
01d944a3e75d317f186ce47840e4f95eac6475c0,Refactored code.
01dee5858a5ec9748180ecc31a8ad0e3191ad6e7,[Archi4] Refactor Viewpoints
01dfcdf08679addda36c105acc69aea7a88d3111,Xpath processing refactored
01e0d8c8883690cbe807834c18bd9c6b401441a5,Refactoring.
01e23cd53721b69ea1de02cd68bf3ce02a9d3e5d,filled out JsonDocumentDefinition with basic implementations to guide the next pass of refactoring and deeper implementation
01e2fac316fd4416f34efb4f83060d52aa40a395,property-transfer refactoring and improvements
01e489035cad31d0d5cee7a9e7c829829b159ce8,refactor-rename of some methods to simplify and clarify (2)
01e4bda8888682db83296213d8e9b7ccdfcb120f,Refactoring sobjectSync
01e506ad5748015b26c51ab86dd3d009e0899c63,refactored new template wizard
01e7462b59db50f77ac5a92b73a8c1e096cd75b5,refactor to have better names
01e7e4efdfc5cbe543a81dcce92c7a38c4cd1b29,refactor api
01e7eca000145a200921ba2096a3feff969f67b8,binomikekoa refactoroitu selkeämmäksi
01ebb671f70fb9a90299b4411421719c8fca4659,Minor refactoring.  HttpRequest and URIInfo not needed in BaseResource.
01ec34a7faeb3b8b846be0571cece2c28e067555,added start/stop/tree/uninstall fab commands; refactored the module commands into a 'mod' shell for now until we think of a better name for the discovery/search/install module stuff
01ed83b2618b0325185a115c13844d8dca2cb210,Fix errai-cdi refactoring: move shared generator to errai-cdi-shared.
01ef71960ec71fe85cf91b06a612d24b4eecee5b,Refactor subtitle parsing/exporting code.
01f2b4b75865c4fa4b2e7828361b97c7e2244ff2,"Shortcuts for most used tags (see issue #7), some refactoring and more power to the plain text url"
01f3bef8f77526fb5f5f2dbe94390d42be7fa2bc,refactor ES indexes - SONAR-6255
01f51e62bbddd19f6420bebb96a0424d5924c159,Minor refactoring.
01f52a47e9b7116d72d745e3372d00202c1cac7f,refactor
01f64ae07a2ffd80a2ea747b916da82586b474fc,finish refactor of eml components.
01f7e08724c2302fa2ffecc1cd0069d56300309d, Refactor changes and remove testprotoversions  This change refactors the PerChannelBookieClient to provide support for request types other than Read and Add entry requests. The bookie protocol has been changed to use unique transaction ids per connection.
01fa01f7108897b9149715c1a34d364ed2c34d01,Refactored around a bit but also added automated vacuum analysis on postgres when new shapefile is imported
01fa802dd723ea261f4cdff3ad8aa0294bb039dc,issue 384: NetworkSpec refactored - Adrian comments addressed
01fd761779747763553f578b281f68a8e94c048e,Refactored
01ffdd1a22427bc6841d4c782603f8db098d9078,- fixed 36837 - refactor label providers to viewsupport and removed old IAdormentProvider
0200642faa99a2720392d3120788acf027f044d8,Great Refactoring for managing Geocoding and Reverse Geocoding Event
0208b108a7c8843b1bdf14bb58fcb3784d458ac8,"JBMAR-75 - heavy refactoring, add ExceptionListener interface, make sure river unmarshaller has comprehensive and correct trace info"
020dedde60899ceca109d6685ecae554dfc43013,Refactoring of state designator handling
020fa79cfe9cb659977c74c50edb3d72e9235348,Refactor name of utility class.
0212049591bf920388ef5622dd4184a881a54ed0,"More refactoring to accommodate security updates.  The end goal is to push more of this common code further down so that we are not repeating it all over the place, but this current revision still has it at the top layer for now."
02132e339d0fd0230b6edfa2afad3e055cc6630b,"Added Javadoc. Refactored StageDependencyCondition: no longer an abstract class, its now an Interface. Added test class for MultipleStageDependencyCondition"
02137770f35c11b12bd737fb5dc76c4aae66280d,SAK-8613 refactoring package name from .util to .util.api
0215c66179ed2c04da2e53f67aefc97b6db5782a,refactoring for better readability
