CommitID,Commit Message
1c3744d3c9b28dfe779b06a6da33c1a297a7a4aa,Removed duplicate code.
1d50936f40d380ae2c11c90cc69c3f133c3155b1,Changelog updated and make MetaData class compile
1e1800d3dc007579efa6d5ca990b7db12f874ad7,Removed dead code since DegreeCurricularPlans and StudentCurricularPlans now always have a root group.
1e9845124747887ceb37701d6bf2bd6d42539b9a,Added new Query Parameters for Content Spec searching. Cleaned property tag code to remove duplicate code.
1ed70df02387411f9e6b0323b6f05127e3f90aed,Moving setValues() into deserializer as logic shouldn't be within data classes
1f4397234369e3b53406bd796bd406215ed19550,Refactored duplicate code into separate method.
1f71d788abab19aea6a5033ac92737e3268945e7,refactor (move duplicate code up)
20042feb45f0d103c32250a942aa0db4317a7fce,refactor some duplicate code
20e079ebbecacb63776cb359e6d63c98ed268ac0,-Refactored Robot's data class -Added logic to find winner
21be6d7e29a5fd5c6d5af8baba37ddb392183a1c,Got the first bits of vision working for homing Moved some code around Deleted some dead code
22ee5b24d24c5c92f247cc66f72df8ae8b4906b7,Moved data classes to a more suitable package.
2362bcce568b53addbfd4bddc80253d29f380058,Refactor the KeyOutWriter and DailyKeyOutWriter to create a slf4j logger. Remove duplicate code from DailyKeyOutWriter. Add the ability to create a Logback based out writer with size and time based rolling and with no filename on rollover. Update slf4j to the version used by Logback.
23bc2940f36d33e45c383f2a01a90abec2cf1465,Remove duplicate code by making hierarchy between Indy and Basic interpreting visitors.
2560d73cc1bb348533c733a2dca9285bb425fbdb,test the default case on the switch statement in tokenComments
2583da49ef75794deda45a0a83087af0babdb073,Consolidate database connecting actions reducing code complexity and duplicate code fragments
25880794a6b8e468f793f06818b5f083a1d7ac34,Removed duplicate code and put it in a function
278408061fff0f35e8e28a275c98e3b1c161ebce,Refactoring to remove duplicate code
27a7135485f7ec0adee8935acf4e144539bd84df,Refactored duplicate code into separate method.
27ca44747f255f34738cab2a652fcdfae7e4e3ce,"Refactored: replaced BigInteger with EntityId, to solve Primitive Obsession"
27fc436e37c16aa2feaa749b10dae35185574f33,DATAGRAPH-564 - Rewriting SD-commons classes to be based on default abstract implementations. Deleting lots of dead code and cleaning up class dependencies.
2805e2fadbcc1dedfcc9c422e642d39fefe3cdfc,fixes #743 made data classes final
284467011cc9675f5dfe2ffe83f3254ab4da2387,SOC-890 | Improve Code quality - avoid duplicate code
28d21bdaf5a0e6ed3165cbe4f8107fd55a7b00c8,Camel forge command - Align the duplicate code we have for add/edit endpoint options to use same class.
29b386604e338b8ec560b5615cbdb5346dccf09e,Remove dead code related to Elasticsearch utilities
2aba79fee63d18b6d746bfa7ac06bf9c9753f489,WFLY-4303 Allow expressions in jboss-ejb-client.xml remove duplicate code and allow expressions for all versions of namespace
2abb168908b57897af8e89602095b11a2117cb94,Tons of dead code
2c27063b7573c82c50bd85353fe2ae3555bab1df,"Some refactoring to lessen class dependencies, reduce number of parameters and duplicate code"
2c84ed65602c9962de9563319a1db674bd39d403,Lots of refactoring and stripping out dead code. Removed the code dependency on the deprecated EAWT methods Renamed packages and introduced new ones to properly segregate the areas of concern. Added support for preferences.
2d37b36992a45252021b93c94604b629b4f1a05d,"OGM-146 Simplify PackagingRule, second pass: removing dead code"
2d62da19ebeee9cc6e4d89be049b8b0aef3a4858,"Refactored the Thymeleaf implementation All abstract processors now contain utilities to facilitate the creation of processors Added new processors allowing to write a ""configuring div"" inside a template, just before the table tag. This div allows to configure: exports, callback, extraFile and configuration properties. Comments updated/added in almost all processors Renamed some processors for the sake of consistency Removed all processors related to export and callback (now handled by the new ""configuring div"") Removed dead code Updated integration tests with the new features and cleaned all test templates Closes dandelion/issues#161 Closes dandelion/issues#201 Closes dandelion/issues#202"
2dfbc4d08c536c4f438639145a66d7bfa930a43f,Added StandardTestData class which contains UUIDs of metadata from standardTestDataset.xml Added AbstractPatientWrapper
2e943bd9f1c57c970213dfacc2675937b723e572,Encapsulate core raw + derived data into SlimData class.
2f0cb5ee1b04b6eb7fd2a6f59dd5065f12f6f50e,"cleanup, delete dead code"
2f11529aa35e01354f9036c2aa7747ab23a604ef,"A bunch of inspection changes, including some dead code removal and tightening visibility, removing unnecessary casts"
2f153fb85c48a86931da9698706fce1af30defaa,#305 Modularize logic / separate from data classes (wip – doesn't compile)
2f49409664233c3ba1db6570c4e6aec9cf9bacca,"Minor fixes: Removed dead code, fixed variable names.\n Also, using normalize method of WeightedIntDocVector when building weighted int doc vectors. We should do the same change to other places in code where there is normalization."
2fbffead41c0b4e82e9b3bccadfdf0ce1b246e8c,"EMBRYO-40, EMBRYO-49, EMBRYO-28, EMBRYO-29: cleanup of dead code"
2fd533586b77760597649a764746590405b76711,prevent too much duplicate code beetween Maven2 and Maven3 ProcessFactory
30860459d41d7c2256deb978dc1e9129e41edb08,[PAXURL-242] removed duplicate code
308ebeed15005e4a990ec91b0bd51727a4dec48d,[duplicate code] Unify scheduling of merge jobs
30e4a55a8c924f96ca49aa28da055e704e654780,[dsx] fixed fields for data class for getOrderStatus method
32bc89ece69a173a947422c37611329571dda856,Now DocumentHandler uses DocumentProducer instead of duplicate code.
32f5f97181f9049af5411a5b8f151b51f1c5f165,Major refactoring to remove duplicate code detected by Simian. Just demonstrates the power of the tools for find code that needs refactoring.
33d3e7151fc91e195f2050f79c4bc125f9e70c3d,Refactor duplicate code into a method.
343987a63ca467c8b0ac50dcda5faadbc5b17327,Remove dead code from method visitor and method helper
34ba51836dda86f02651c95f917a119415fe868a,REPLACED log4j2 logger with slf4j/logback REFORMATTED code to align with general code formatting guidelines REFACTORED some code with lambda expressions and some duplicate code with method or object replacements
34ce50b7b57656dcc1b9108b0bd7f1a4b71c9b6f,removed duplicate code by adding a public getPropertiesFile method to obtain the File
3519c5d0987808697440117e51c9babd4fb8053b,MongoStore: Refactor to avoid to long methods
35b9fd99b365df57ab5b561c6bef74f4969039fa,Refactoring of core data classes. Implementation of RefactoringRegistry.
360784668593d9e1eec4a074c2dd316764a02636,- removed a small piece of duplicate code in QuerySet#get
36446d3c1e17c993a0cd0009dbf1f7b83de3d3a1,ReplacedBlock data class
3760d2a09155a87b6278752b77025adaafd1ba8c,minor refactoring to remove duplicate code
386ba58ceaa9dd84a9a066f34a5ae0bff4800196,Remove some dead code. ------------- Created by MOE: https://github.com/google/moe MOE_MIGRATED_REVID=103318387
38bdcf0dab54861ae947beadcb5d2c3db160fd8d,"removed duplicate code, decrment jar size"
38e8da7f86de2349051dd00c72c5875e745acf1a,Duplicate code gathered in one location.
39099649cf0532432d37201a36030b9a58190035,"Various refactoring & renaming, and JUnit tests. Added surefire and cobertura to the maven pom. Removing dead code and adding Asserts to the mix."
39433e91add89c2bd5545d612665f658af92275b,"[BISERVER-7317] More test cases, javadoc and some dead code removal"
395ec5a9bb48324a8b7dd61790a954a2998a8f80,HBASE-14203 remove duplicate code getTableDescriptor in HTable (Heng Chen)
396a0a47fdecd6de7e6744b3a0388f420f5fbc7e,"Refactoring: moving ExternalSensorDescriptor and MeasurementLevel to better packages, deleting dead code"
39ac72f1f92866baa047bd200a21f9ca76328712,"Added some unit tests (and removed a bit of dead code) to boost our coverage over 80%;  	found one bug in SaxonTranslator w/treat as in the process re-orged the documentation"
3ba47d23f7797cdbe0cba95fee59b08b1eabdf13,"MODE-2629 Fixes the issue with too many parameters for the IN clause This commit changes the queries that get sent down to the DB so that when the number of parameters exceeds a certain limit, the IN clause gets broken down into multiple IN OR IN clauses. It also adds Docker support for the modeshape-persistence-relational module so that low level DB operations can be tested against different DBs."
3c393f32a99117c852f0a35c298fdc9fae43ede5,core: long method refactor
3cda16055cd8ee380e40f8edada06bc4dbc420ec,#NAME?
3d6094588cc43f8140b2360bd9032b2ed7249e1a,"TEZ-444.  Rename *.new* packages back to what they should be, remove dead code from the old packages - mapreduce module (part of TEZ-398). (sseth)"
3d6b53c8ef71a45231f826cf9f30bc1a45ac3c6d,convert to switch statement; added document and comment node constructors
3f8d6264bdc86b13e8541e29b32407040b69f3c8,"* Removed a bunch of duplicate code from PictReader * Fixed OpenlabReader to handle openlab/stefan/270508.  Note that this file's images still look wrong (since the file is all kinds of corrupt), but at least all of the images are detected now."
3ff635c9cee088413f1f40483841c6a2c2998518,removing dead code
414be53da8a75db1487baf7d6550cb14e74d0fe8,Starting to remove some duplicate code
4165ce9e2fb7a26287a3f1b1240dfb803e507b9d,"Removed dead code. If we aren't needing the page name, no reason to loop around doing stuff to find it. Cleaned up javadocs a bit."
41c40432e64ef7afc70561cbecaf5e8c31b923d0,Bug 372840: [quick fix] Add a quick fix to add the missing default in a switch statement
423aabb20754accc99ed47b52be49d3b1cb52209,Removed duplicate code
427ca981585256a7c3b8961c3a3faaf8b220b887,Checked in some dead code recommendations.
42bd482415c0deef63253fa1627e262b8a7ff5d4,[AS7-462] Cleanup metadata classes
42f5068c8cc650b51ed6de3e89b7e4b193db43f9,[CLEANUP] - Split overly long method into smaller chunks.
42fd3728e523bddb967807c12efc146089043fc1,callgraph: Remove dead code.
436afa809b6dce58823404ad6668e7ff1183ec26,Refactored the FieldConverter stuff to remove a lot of duplicate code.  Created a BaseFieldConverter class.
436d4ce6e2cbccce90681db4126f8c112358c047,fixed EtcdBasedConfigurator context refresh stacktrace printing and some refactoring of duplicate code
43b27cf1a3113848397dd31d50acf2cad0a42739,BEAM 4.7 data model changes: new Mask and VectorData classes
43cf45e9f557f57c2792f76503ecf3309ddef919,"feature #907 sprint5 : The user can now view all its suggestions whatever their status. For doing, the identifier of a user can be now passed to the REST web service in the getting of published suggestions. Improve the JQL query construct in JPQLQueryBuilder. Fix some discovered bugs. Clean up dead codes in JS and in JSP."
475ea57386efc7eecae049978312aab5919fa394,Removed duplicate code and added outlines for how to add version to the start log entry.
4774751c4ad7591cbab500bb92b08c5a04406b6a,ICE-5960 Factored out duplicate code into updateBundle() private method. Clarified boolean tests.
47eb5c678ddcb031a070e8e4c468d8cf6988c910,#NAME?
488352f367636024c40447e4e793d575f4b72a21,moved java metadata classes to a separate package
4972fd00251da0818ecfbc5fc790046dd435899c,cleanup: move data classes to new packages
498b96c91f5dce5e0d9b3c0623ac9cda8f5d9ec4,webadmin: add disk - cleanup and duplicate code removal
49fb11016ca509037d63daed61d257abb1f241c3,"Delete dead code that isn't used anymore, as it's now automatically provided by DOM support"
49fcf9e2e60e2e147d8da95b871ca1c7d13009e7,"added condition set command, cleaned up some unnecessary duplicate code"
4a2127653457bde0403a3de979775027515356d5,Remove some duplicate code from heterogeneity minor fixes
4adc5732081549b5e2b204126a207c44230dd392,"1. Implemented function to modify a loan product. 2. Added security controls so that only administrators can view, create, update, and delete loan products. 3. Refactored loan product controller hierarchy to eliminate duplicate code."
4ae7e455399deb029155c39325e5496ddc1cc8a1,ItEr22S12CUVistaRecursosTempoPorProxectoItEr21S07: Creating package for resourceload data classes
4af6812320d1823a3df44c2a540c86e105438c77,"Added back in password parameter to use on SQL data source (whoops), cleaned up output, moved RandomData class to tests."
4b08b3758ba927c7f248eb74c403d2a6508d6f89,oprofile/perf: Remove dead code.
4b21b4157c5bb97000f265dbd5e49f0502784ef6,removed some dead code
4bedf6c12eedbc3f527d88433c0f12253e3c8d0e,Extract duplicate code into a method
4c14c65a4927dfca148d97bc7439840e907d0df0,Made annotator tests extend abstract AnnotatorTestData class
4c22e1592fc0a124a468e3208e0a6eb6b09efe86,Removing duplicate code from import/export wizards. JUnits were corrected.
4ecb28b3bb0eb4639585dd1f011b4c85a833c999,Less duplicate code ... I think.
4fa5143d3c3fcacb969ad8a48d27294bc8db5969,Added bagging approach to handle unbalanced data classification
5083821af8ddbd11798e28446e8046d60ebfcd11,Removed duplicate code and added outlines for how to add version to the start log entry.
50e88d8f2aee63a78235643276ffbd9aeee0e674,REPLACED log4j2 logger with slf4j/logback UPDATED meta data extraction logic by refactoring duplicate code
515c1192b9d32e49af9d38d1dc4c248aadadbfed,Feature #4149 : user account validity - modifying database structure around users - modifying unit tests datasets around users - modifying models and query mechanism around users - adding columns into ST_User for next features - deleted users are retrieved by their state and no more by access level - changing the management of user accessLevel information - removing some dead code - centralizing/refactoring some code
51f7fbde9656b623ad1780325410b997b348d9da,[SUREFIRE-695] Avoid duplicate code in SurefirePlugin and IntegrationTestMojo
52c578ead9644a5b63feb89ce6f864556247b033,kie-services-client: Cleaning up duplicate code and packaging
53ecdbbc27530891d0dc590fc5d36cf2295d8d2a,Bug 335909 - adjusted cfg generation for switch and dead code
54677808987f266b0a0ff99ba5060706de22d06d,HEAD - removing dead code
5520d9a9f72382add4cbd736244de2e5f7e0afcf,"Instead of initializing imported classes immediately, they are only initialized if constants (heuristic: upper case!) are used. Static method and constructor calls are intercepted by a class-initializing wrapper method, anyway. This makes lazy class initialization effective! It may also allow later to introduce extended scopes (*-imports, same package, statics of super classes) when preloading all classes. All Jangaroo examples and Jangaron have been adapted to work with the new semantics."
5524f70e8aefacfbd10814107e6f9b783eb5c64a,"Removed some dead code, implemented LinearGradientPaintFactory and RadialGradientPaintFactory in preparation for enhanced passthrough gradients, and changed lists of custom graphics to be sorted to improve the UX somewhat."
552ab0bfb1a61c84ee21f415ac0cf3bcd90a6f18,"Move *MetaData classes to meta subpackage, rename MetaData to ExchangeMetaData"
5565016f24b50526a80b88bd968756453141a14b,refactor duplicate code
55ae03bf1bc6822481c5514906803645fd41a78f,systemtap: Remove dead code all around.
56424924bba1c914d0107a7080670495cbc0e368,"290: Extracted some methods to reduce average method size, and eliminate some duplicate code."
56490f684d6056c096b0629d0a01ae533bd1bbf8,"XSKINX-29: Refactor duplicate code Refactor JsxAction and SsxAction. Patch from Caleb James DeLisle, applied with minor changes."
56591195361cce580528d6e22d506c1929db69a7,"Added Content Spec filters back after adding Filter Types. Cleaned up the Search views, to remove duplicate code."
56839c922fcd3d4c0d14f9870ae7826bed078916,ENH: add labels for all system entities Set EntityMetaDataMetaData.LABEL to required Use simpleName by default in EntityMetaData Consistency: rename *EntityMetaData classes to *MetaData classes
56a869f492d9f0ff17600c859dc164c93e72e44c,[changed] common | feature: multi subscriptions - Connection type to MapServerConnection [added] common | feature: multi subscriptions - equals for Data [added] common | feature: multi subscriptions - new SubscribtionData class
56e8d71b23db654d1491ca3a0c4c3136ae91b4da,refactored PageData class to now be WeblogTemplate 
571cd0e33792696214247e25576e2ff9c9a82b09,KARAF-1243 First part. Refactoring on trunk to remove duplicate code on mbeans and shell. Bugfix for delayed update not yet included
58b5b928ab2fdabaef6032a2b89a29fb9c65f288,solr components working again  removing dead code
596f53ab5c2f25bff0bab37014da9e13cac15dd5,Supplier interface and BuiltLazy class.
59738208df745e5320c16041d70dbd9ababb25d6,Rename ClientData class to Client
59de966a7e8a2225da2b1e12624ca24beab509ac,Added allowInSwitchCase property to AvoidNestedBlocksCheck to allow limiting the scope of variables to one case of a switch statement.
5a324d790719336e661bd76eefa30defcbb85516,Fixed unnecessary method and created MockData class.
5bb9e37aa5e605cd351e17ed138a78fce59cd332,UPDATED readme to reflect changes REFACTORED some methods from disk writer to the file handle class to reduce the number of objects to keep as members UPDATED the shutdown of the application as there were cases when the remaining data was not written correctly ADDED hashCode and equals methods to FlippableData class to minimize the chance of randomly appearing further elements in the flipped queue (though this sometimes still occurs for no obvious reason)
5be1fd6e12a4b3a496ca0ecafcaa03369307c8f2,frontend: reduce duplicate code related to run-once capability
5c219f21e041d3694961b44ca15e7a0b5d57d0f8,added codemodel switch statement for careRecordType parameter
5c5a350a3a0b6b4463128ba509ced8fe20f4359a,Refactor to eliminate duplicate code between Loggers and Handlers
5c6fd96baec76d186bbef9e6b009dcec2636d6ea,recognize switch statements that have exhaustive labels for an enum
5fd986cd58d441e7d69a9ffcb48415a048d8854e,Cleaned up SoapSerialization envelope.  Added some rudimentary dot net support so it will work with sites like weatherX etc.. Removed some dead code.
609cdaabe92329994246cce852e80b4f14d61459,[MRM-1551] add rest method to delete artifact. reuse service in webapp action to avoid too much duplicate code.
6157acd567ffe8bd0e3e143e67e20be2532066b5,"Fix stack overflow on long methods bug. See test case for more details. - Convert the problematic recursion (SEARCH of SSA conversion) into an ""iterative"" code (by introducing a stack data structure."
619ea738592ba4266c0ab5f93b9477cb4fc290b0,Test the metadata class with JDO
63d56b84c045ba21584e298fd8d7da04cbf10c67,"refactor move,rename trade metadata classes"
64374b3cb0c9d9d37bd9b34e362499f2d7bc268b,"Bug 268036 Revoked the deprecated script method: beforeComputations and afterComputations, since it can't be replaced by beforeGenerations and afterGenerations respectively. Also added new PlotComputation as super class of PlotWithAxes and PlotWithoutAxes, so user can use code assistance in js editor more effectively and chart engine can remove much duplicate code."
658297cb65050b42a12534aae4276a99a1e5f529,[SHRINKWRAP-12] - Cleaned up some duplicate code from the exporter test cases
65ee8f6dc1230f0e187153928b356b5bbef1aa53,GUI changes due to BEAM 4.7 data model changes: new Mask and VectorData classes
66baeebe5e95ec3f805304dc502e8fbaa9102458,"Forced metadata classes such as users, roles, etc to go into the metadata cluster to protect them."
67cf6c6bdfcfcd770a5b65d5718ac2c24acb9302,[Bleeding] Add new MaterialData classes for new blocks and update existing blocks with new data
67e113b918fa7b414ddd1372e064adf5a380d360,removed duplicate code by adding a public getPropertiesFile method to obtain the File
67e6f8845b612040902354db495f30e42da1377e,Splits a long method into multiple shorter methods.
67f644723cf5bd0aea624c434b85536dddea7244,[MCHECKSTYLE-123] refactoring to prevent duplicate codes.
68cf253f93a4dcb09ec4d58e6ebdd9bfe27c9cbc,Various cleanups in tosa-loader to kill dead code
698209b74e81c4cbbaaa2245e40e06a0f13ff3fa,BEAM 4.7 data model changes: new Mask and VectorData classes
6a0b755bfa19225e2d9f0260252bd735574cd48a,Added new Metadata class for easy access to core metadata * Enforces 'fail-fast' - if metadata object doesn't exist then exception is thrown
6a5eead297a6b69f6ce0e8a07dae33cb7db65b7e,#675 refactored the Options/Metadata classes so they can be deserialised in AbstractDataStore; so we can killed containers now
6a9703fa1682558e82dab0761e9597b746143d46,"Refactoring, translation and removing dead code"
6ae6459486e4ca4c27ca8ed162c31d116317b730,DDF-465: Code clean up. Removed commented out code lines and duplicate code in the tests.
6cfa65e9d2d4724b9e1739b41148dace0610557e,working up test coverage; minor tweaks; removing dead code; fixing very minor bugs; adding tests
6da4a13c346f2702cf1ccacc01fbecd90d144c0d,General cleanup for metadata classes. Moved and overhauled ome.xml test cases. Support for UUID value through re-run of code generation. (ome-xml:r613)
6db589a758c8f05885bea0b8480ce59445c2bbf0,[PAXEXAM-383] Do not duplicate code for JUnit and TestNG drivers
6dda74381e4de5dcf37df60b9b7631a052d5f1da,"#596 tidied up the code, removed dead code and unnecessary abstractions (as the MQ and HTTP gateways are quite different now)"
6f175b143046622ef8ef7da634f63a785327e59f,remove dead code
6fec187e437f96e3294dffc2cc2bb3b1ffa80bb1,OPENNLP-175 Removed duplicate code in parser train methods
700c65f1c8290245157ddee943b27f2b96bfdda1,Remove duplicate code related to SNMPv1 vs SNMPv2 traps from TrapQueueProcessor
70e1aef5508e911a40ba96071125ab1d37c32425,Better integrate the @ArgumentCollection into the command-line argument parser.  Walkers can now specify their own @ArgumentCollections.  Also cleaned up a bit of the CommandLineProgram template method pattern to minimize duplicate code.
70fa270e99893a824b71d3391569ec8136299402,Avoid duplicate code by extracting inner class.
71cd89c830b9733e073d027d7c162482828906fe,"Moved xml document creation into DBMetaData class, from NetKernel accessor."
72a17e72ee757cc23a5631c55730d1ed12906688,"Refactored everything out of SenderOptionsPanel and SenderOptionsPanelController that I could, so adding new sub preferences should require no duplicate code."
72de2c53ca00fc415ab625036f617199655e6972,pmd: duplicate code: refactor to minimize dupe code
72fae2ea1930c5c0d004220895bf890abcfecde4,#NAME?
731a1f0351a17ac00462f618494da12257ba392f,Add a catch clause in the SettingBundle#getString(String) in order to detect the missing required keys. Fixes the missing translations by either adding them or removing them when they aren't more used (dead code)
737bcb98d91c407b14d0eabdcb4242d938565bbd,"Improve handling of /reload, clean up dead code"
73fff098a6b4c224f11552075fa03f230b917946,removed dead code of fee calculation
742f61ca0a284dd9cbc7a3a8b0ed2f7f057d2554,Moved as much duplicate code as possible into a different package.
7449eef156f242934ad8e856820a2a44e802b14b,Cleaned out some dead code that was replaced by Spring Social
744fce1fbf562b7e8f8cf2ab9b62829318adcee9,"MONDRIAN  Enhanced support for native evaluation of virtual cubes.  Queries involving dimensions that do not join to all base cubes in the query can now be natively evaluated. This change involved refactoring of SqlTupleReader, HighCardSqlTupleReader and the Target classes used in each to eliminate duplicate code.  "
74f4459da3ccc0ae80aae260c75301a3ad15913c,"Removed the MGRast export functionality since it's just dead code. Added ISAconverter integration. Some small additions to add, but functionality is there. Improvements are just focused on UI. Closes #12"
7521ad685276b02af30a5fa145dbced0b91058fd,Reduce some duplicate code between the various HTTP providers
75b03cf5b6be98dccd856f3d974a203a87bd5ebb,add of blob class with relative cluster management methods.
75d621ea2b8de7cb70821470b1aca59c1395021c,Splitting long method to load settings
